Round,Message_Frequency,Message_Frequency_Players,Message_Frequency_Bot,Message_Length,Message_Length_Players,Message_Length_Bot,Game_Duration,Game_Count
3,9.313669303527865,20.44890422077922,27.194444444444446,22.48820646945647,18.010697751322752,33.586309523809526,133.33333333333334,12
4,10.448511904761904,26.20439814814815,18.13611111111111,21.690352355977353,18.41310399159664,34.65277777777778,123.83333333333333,12
5,7.98989898989899,18.055555555555557,32.833333333333336,15.455050505050506,12.608333333333334,26.833333333333332,85.33333333333333,3
6,10.550793650793652,22.180555555555557,16.296296296296298,19.246355496355495,15.947089947089946,26.305555555555557,78.55555555555556,9
7,7.185318238406474,14.795486111111112,21.26388888888889,21.8437574000074,15.569402356902359,32.92916666666667,87.58333333333333,12
8,8.583333333333332,16.21785714285714,14.366666666666665,19.109855407750146,15.053888888888888,26.125,91.3,10
9,6.4835714285714285,21.677017543859648,15.289090909090907,18.455820807544946,15.600930735930737,24.533333333333335,143.0,5
10,9.963624338624339,19.253703703703703,15.76851851851852,18.174884084688006,14.938580246913581,25.875925925925927,109.33333333333333,9


Round,"(0, 0)","(0, 1)","(0, 2)","(1, 1)","(1, 2)","(2, 2)"
3,0,1,0,7,3,1
4,0,1,0,6,3,2
5,0,0,0,2,1,0
6,0,0,0,7,1,1
7,0,1,0,7,3,1
8,0,1,0,8,1,0
9,0,0,0,5,0,0
10,0,0,0,6,3,0


